name,nickname,score,count,platform,date,dna,company,tag,url
大逆转裁判2：成步堂龙之介的觉悟,大逆転裁判２ -成歩堂龍ノ介の覺悟-,9.1,217,['3DS'],2017-08-03,['冒险'],CAPCOM,"['冒险', '逆转新系列神作', '異議あり!']",https://www.vgtime.com/game/10152.jhtml
莎木 3,Shenmue 3,-1.0,-1,"['PC', 'PS4']",2019-08-27,"['动作', '角色扮演', '沙箱']",YS Net,"['动作', '角色扮演', '沙箱', 'FREE']",https://www.vgtime.com/game/2213.jhtml
古惑狼赛车 重制版,Crash Team Racing Nitro-Fueled,-1.0,-1,"['XBone', 'PS4', 'Switch']",2019-06-21,"['竞速', '多人']",Beenox,"['竞速', '多人']",https://www.vgtime.com/game/10986.jhtml
上古卷轴 刀锋,The Elder Scrolls: Blades,-1.0,-1,"['PC', 'Android', 'iOS', 'XBone', 'PS4']",2019-夏季,"['动作', '角色扮演', 'VR']",Bethesda,"['动作', '角色扮演', 'VR']",https://www.vgtime.com/game/10794.jhtml
生化变异,BioMutant,-1.0,-1,"['PC', 'XBone', 'PS4']",2019-夏季,"['动作', '角色扮演', '解谜', '第三人称']",THQ Nordic,"['动作', '角色扮演', '解谜', '第三人称']",https://www.vgtime.com/game/10514.jhtml
狂怒2,RAGE 2,-1.0,-1,"['PC', 'XBone', 'PS4']",2019-05-14,"['沙箱', '科幻', '主视角', '射击', '开放世界']",id Software,"['沙箱', '科幻', '主视角', '射击', '开放世界']",https://www.vgtime.com/game/10721.jhtml
索尼克团队赛车,Team Sonic Racing,-1.0,-1,"['PC', 'XBone', 'PS4', 'Switch']",2019-05-21,"['竞速', '第三人称']",Sumo Digital,"['竞速', '第三人称']",https://www.vgtime.com/game/10731.jhtml
永远的超级肉肉哥,Super Meat Boy Forever,-1.0,-1,"['PC', 'XBone', 'PS4', 'Switch']",2019-04,"['动作', '益智', '平台', '冒险', '独立']",Team Meat,"['动作', '益智', '平台', '冒险', '独立']",https://www.vgtime.com/game/10500.jhtml
完美的一天,A Perfect Day,-1.0,-1,['PC'],2019-04-24,"['独立', '剧情']",椰岛游戏,"['独立', '剧情', '怀旧']",https://www.vgtime.com/game/10718.jhtml
全面战争：三国,Total War: Three Kingdoms,-1.0,-1,['PC'],2019-03-07,"['策略', '模拟', '益智']",Creative Assembly,"['策略', '模拟', '益智']",https://www.vgtime.com/game/10601.jhtml
海贼王 寻秘世界,One Piece World Seeker,-1.0,-1,"['PC', 'XBone', 'PS4']",2019-03-14,"['动作', '冒险', '开放世界']",Bandai Namco,"['动作', '冒险', '开放世界']",https://www.vgtime.com/game/10596.jhtml
往日不再,Days Gone,-1.0,-1,['PS4'],2019-04-26,"['动作', '生存', '第三人称', '射击', '开放世界']",Bend Studio,"['动作', '生存', '第三人称', '射击', '开放世界', '僵尸']",https://www.vgtime.com/game/4313.jhtml
鬼泣5,Devil May Cry 5,-1.0,-1,"['PC', 'XBone', 'PS4']",2019-03-08,"['动作', '冒险', '第三人称', '3D']",CAPCOM,"['动作', '冒险', '第三人称', '3D', 'ACT']",https://www.vgtime.com/game/10765.jhtml
梦幻模拟战 1&2,Langrisser I & II,-1.0,-1,"['PS4', 'Switch']",2019-02-07,"['策略', '角色扮演']",Chara-Ani,"['策略', '角色扮演']",https://www.vgtime.com/game/10874.jhtml
特技摩托 崛起,Trials Rising,-1.0,-1,"['PC', 'XBone', 'PS4', 'Switch']",2019-02-12,"['模拟', '竞速', '竞技']",RedLynx,"['模拟', '竞速', '竞技']",https://www.vgtime.com/game/10798.jhtml
凯瑟琳 Full Body,キャサリンFB,-1.0,-1,"['PSV', 'PS4']",2019-02-14,"['动作', '角色扮演', '冒险']",Atlus,"['动作', '角色扮演', '冒险', '射击']",https://www.vgtime.com/game/10594.jhtml
Conan Unconquered,,-1.0,-1,['PC'],2019-夏季,"['策略', '即时战略']",Petroglyph,"['策略', '即时战略']",https://www.vgtime.com/game/10993.jhtml
命运连接,Destiny Connect,-1.0,-1,"['PS4', 'Switch']",2019-03-14,['角色扮演'],日本一,['角色扮演'],https://www.vgtime.com/game/10945.jhtml
光明格斗 刀锋对决 反抗,BLADE ARCUS Rebellion,-1.0,-1,"['PS4', 'Switch']",2019-03-14,['格斗'],SEGA,['格斗'],https://www.vgtime.com/game/10984.jhtml
全境封锁2,Tom Clancy's The Division 2,-1.0,-1,"['PC', 'XBone', 'PS4']",2019-03-15,"['角色扮演', 'MMO', '生存', '第三人称', '射击', '开放世界']",Ubisoft,"['角色扮演', 'MMO', '生存', '第三人称', '射击', '开放世界']",https://www.vgtime.com/game/10637.jhtml
露露亚的工作室 亚兰德的炼金术士4,ルルアのアトリエ　～アーランドの錬金術士４～,-1.0,-1,"['PC', 'PS4', 'Switch']",2019-03-20,['角色扮演'],Gust,['角色扮演'],https://www.vgtime.com/game/10926.jhtml
只狼 影逝二度,SEKIRO：SHADOWS DIE TWICE,-1.0,-1,"['PC', 'XBone', 'PS4']",2019-03-22,"['动作', '角色扮演', '生存', '冒险', '第三人称', '3D']",FromSoftware,"['动作', '角色扮演', '生存', '冒险', '第三人称', '3D', '受苦', '休闲娱乐', '恋爱养成']",https://www.vgtime.com/game/10767.jhtml
亵渎,Blasphemous,-1.0,-1,"['XBone', 'PSV', 'PS4', 'Switch']",2019-春季,"['动作', '平台']",Game Kitchen,"['动作', '平台']",https://www.vgtime.com/game/10364.jhtml
撕裂黄泉之花,黄泉ヲ裂ク華,-1.0,-1,['XBone'],2019-春季,['角色扮演'],Experience,['角色扮演'],https://www.vgtime.com/game/3844.jhtml
耀西的手工世界,ヨッシークラフトワールド,-1.0,-1,['Switch'],2019-春季,"['动作', '解谜', '益智', '平台', '多人']",Nintendo,"['动作', '解谜', '益智', '平台', '多人']",https://www.vgtime.com/game/10405.jhtml
妖怪手表4,妖怪ウオッチ4,-1.0,-1,['Switch'],2019-春季,"['角色扮演', '冒险']",LEVEL-5,"['角色扮演', '冒险']",https://www.vgtime.com/game/10690.jhtml
火焰纹章 风花雪月,ファイアーエムブレム 風花雪月,-1.0,-1,['Switch'],2019-春季,"['策略', '角色扮演', '回合制']",Intelligent Systems,"['策略', '角色扮演', '回合制']",https://www.vgtime.com/game/10778.jhtml
壁中精灵,Concrete Genie,-1.0,-1,['PS4'],2019-春季,"['动作', '角色扮演', '冒险']",PixelOpus,"['动作', '角色扮演', '冒险']",https://www.vgtime.com/game/10741.jhtml
投影 第一道光,Projection: First Light,-1.0,-1,"['PC', 'XBone', 'PS4', 'Switch']",2019-春季,"['动作', '冒险', '独立']",Shadowplay Studios,"['动作', '冒险', '独立']",https://www.vgtime.com/game/10816.jhtml
神力科莎 争锋,Assetto Corsa Competizione,-1.0,-1,['PC'],2019-春季,"['竞速', '体育']",Kunos Simulazioni,"['竞速', '体育']",https://www.vgtime.com/game/10912.jhtml
血污：夜之仪式,Bloodstained: Ritual of the Night,-1.0,-1,"['PC', 'XBone', 'PS4', 'Switch']",2019,"['动作', '平台']",ArtPlay,"['动作', '平台']",https://www.vgtime.com/game/2128.jhtml
Jump力量,Jump Force,-1.0,-1,"['PC', 'XBone', 'PS4']",2019-02-14,"['动作', '格斗', '第三人称']",Spike Chunsoft,"['动作', '格斗', '第三人称', '热血', '恋爱养成', '大乱斗']",https://www.vgtime.com/game/10776.jhtml
LoveR,,-1.0,-1,['PS4'],2019-02-14,"['模拟', '文字', '生存', '剧情']",Sweet One,"['模拟', '文字', '生存', '射击', '剧情']",https://www.vgtime.com/game/10903.jhtml
信长之野望：大志 威力加强版,信長の野望･大志 with パワーアップキット,-1.0,-1,"['PC', 'PS4', 'Switch']",2019-02-14,['策略'],Koei Tecmo,['策略'],https://www.vgtime.com/game/10927.jhtml
除暴战警3,Crackdown 3,-1.0,-1,"['PC', 'XBone']",2019-02-15,"['动作', '沙箱', '第三人称', '射击']",Reagent Games,"['动作', '沙箱', '第三人称', '射击']",https://www.vgtime.com/game/427.jhtml
死或生6,Dead or Alive 6,-1.0,-1,"['PC', 'XBone', 'PS4']",2019-02-15,"['动作', '格斗', '竞技']",Koei Tecmo,"['动作', '格斗', '竞技']",https://www.vgtime.com/game/10755.jhtml
孤岛惊魂 新曙光,Far Cry：New Dawn,-1.0,-1,"['PC', 'XBone', 'PS4']",2019-02-15,"['角色扮演', '主视角', '射击']",Ubisoft,"['角色扮演', '主视角', '射击']",https://www.vgtime.com/game/11004.jhtml
圣歌,Anthem,-1.0,-1,"['PC', 'XBone', 'PS4']",2019-02-22,"['动作', '科幻', '冒险', '射击', '开放世界']",BioWare,"['动作', '科幻', '冒险', '射击', '开放世界']",https://www.vgtime.com/game/10367.jhtml
纪元 1800,Anno 1800,-1.0,-1,['PC'],2019-02-26,"['策略', '模拟', '3D']",Ubisoft,"['策略', '模拟', '3D']",https://www.vgtime.com/game/10784.jhtml
地铁 流亡,Metro Exodus,-1.0,-1,"['PC', 'XBone', 'PS4']",2019-02-22,"['生存', '主视角', '射击', '开放世界']",4A Games,"['生存', '主视角', '射击', '开放世界']",https://www.vgtime.com/game/10370.jhtml
余生,Left Alive,-1.0,-1,"['PC', 'PS4']",2019-02-28,"['动作', '第三人称', '射击']",Square Enix,"['动作', '第三人称', '射击']",https://www.vgtime.com/game/10542.jhtml
ZOIDS 机兽新世纪,ゾイドワイルド キングオブブラスト,-1.0,-1,['Switch'],2019-02-28,"['动作', '格斗', '策略']",Takara Tomy,"['动作', '格斗', '策略']",https://www.vgtime.com/game/10944.jhtml
哆啦A梦 大雄的月面探查记,ドラえもん のび太の月面探査記,-1.0,-1,['Switch'],2019-02-28,['冒险'],FuRyu,['冒险'],https://www.vgtime.com/game/10948.jhtml
形影不离,Indivisible,-1.0,-1,['PS4'],2019,['角色扮演'],Lab Zero Games,['角色扮演'],https://www.vgtime.com/game/2266.jhtml
未颂物语 守护者传说,Unsung Story: Tale of the Guardians,-1.0,-1,['PC'],2019,"['策略', '角色扮演']",Playdek,"['策略', '角色扮演']",https://www.vgtime.com/game/3044.jhtml
脑航员2,Psychonauts 2,-1.0,-1,"['PC', 'XBone', 'PS4']",2019,"['解谜', '冒险']",Double Fine,"['解谜', '冒险']",https://www.vgtime.com/game/3526.jhtml
边境计划,Project Boundary,-1.0,-1,['PS4'],2019,"['科幻', '主视角', '射击', '独立']",柳叶刀科技,"['科幻', '主视角', '射击', '独立']",https://www.vgtime.com/game/4355.jhtml
孤独之海,Sea of Solitude,-1.0,-1,"['PC', 'XBone', 'PS4']",2019,"['角色扮演', '冒险', '第三人称', '剧情']",Jo-Mei Games,"['角色扮演', '冒险', '第三人称', '剧情']",https://www.vgtime.com/game/10060.jhtml
Greedfall,,-1.0,-1,"['PC', 'XBone', 'PS4']",2019,"['动作', '角色扮演']",GreedFall,"['动作', '角色扮演']",https://www.vgtime.com/game/10099.jhtml
噬血代码,Code Vein,-1.0,-1,"['PC', 'XBone', 'PS4']",2019,"['动作', '角色扮演', '生存', '第三人称']",Bandai Namco,"['动作', '角色扮演', '生存', '第三人称']",https://www.vgtime.com/game/10167.jhtml
非常英雄,Unruly Hero,-1.0,-1,"['PC', 'XBone', 'PS4', 'Switch']",2019,"['解谜', '平台']",完美世界,"['解谜', '平台']",https://www.vgtime.com/game/10382.jhtml
Tunic,Secret Legend,-1.0,-1,"['PC', 'XBone', 'PS4']",2019,"['角色扮演', '冒险']",Andrew Shouldice,"['角色扮演', '冒险']",https://www.vgtime.com/game/10384.jhtml
西游记之大圣归来,Monkey King: Hero is Back,-1.0,-1,['PS4'],2019,"['动作', '角色扮演', '第三人称']",HexaDrive,"['动作', '角色扮演', '第三人称', '主机游戏']",https://www.vgtime.com/game/10445.jhtml
碧海黑帆,Skull and Bones,-1.0,-1,"['PC', 'XBone', 'PS4']",2019,"['动作', '角色扮演', '射击']",Ubisoft,"['动作', '角色扮演', '射击', '多人']",https://www.vgtime.com/game/10387.jhtml
仙剑奇侠传7,仙剑奇侠传七,-1.0,-1,['PC'],2019,"['角色扮演', '冒险', '第三人称']",北京软星,"['角色扮演', '冒险', '第三人称']",https://www.vgtime.com/game/10516.jhtml
海岛大亨6,Tropico 6,-1.0,-1,"['PC', 'XBone', 'PS4']",2019-01,"['策略', '模拟', '开放世界']",Limbic Entertainment,"['策略', '模拟', '开放世界']",https://www.vgtime.com/game/10697.jhtml
在地下城寻求邂逅是否搞错了什么 无尽战斗,ダンジョンに出会いを求めるのは間違っているだろうか インフィニト・コンバーテ,-1.0,-1,"['PSV', 'PS4']",2019,"['动作', '角色扮演', '冒险']",MAGES.,"['动作', '角色扮演', '冒险']",https://www.vgtime.com/game/10518.jhtml
风暴之地,Stormland,-1.0,-1,['PC'],2019,"['主视角', 'VR', '开放世界']",Insomniac Games,"['主视角', 'VR', '开放世界']",https://www.vgtime.com/game/10752.jhtml
零世代,Generation Zero,-1.0,-1,"['PC', 'XBone', 'PS4']",2019,"['动作', '冒险', '主视角']",Avalanche Studios,"['动作', '冒险', '主视角']",https://www.vgtime.com/game/10750.jhtml
双镜,Twin Mirror,-1.0,-1,"['PC', 'XBone', 'PS4']",2019,"['动作', '冒险', '第三人称']",Dontnod Entertainment,"['动作', '冒险', '第三人称']",https://www.vgtime.com/game/10754.jhtml
Session,,-1.0,-1,"['PC', 'XBone']",2019,"['模拟', '体育', '竞技']",Crea-ture Studios,"['模拟', '体育', '竞技']",https://www.vgtime.com/game/10771.jhtml
恶魔X机甲,DAEMON x MACHINA,-1.0,-1,['Switch'],2019,"['动作', '科幻', '第三人称', '射击']",Marvelous,"['动作', '科幻', '第三人称', '射击']",https://www.vgtime.com/game/10781.jhtml
Trover Saves the Universe,,-1.0,-1,['PS4'],2019,"['动作', '第三人称', 'VR']",Squanch Games,"['动作', '第三人称', 'VR']",https://www.vgtime.com/game/10787.jhtml
忍者蛙,Battletoads,-1.0,-1,"['PC', 'XBone']",2019,"['冒险', '俯视角', '多人']",Dlala Studios,"['冒险', '俯视角', '多人']",https://www.vgtime.com/game/10791.jhtml
德军总部 赛博黑客,Wolfenstein: Cyberpilot,-1.0,-1,"['PC', 'PS4']",2019,['VR'],Machine Games,['VR'],https://www.vgtime.com/game/10793.jhtml
Vane,,-1.0,-1,"['PC', 'PS4']",2019-01-25,"['角色扮演', '冒险']",Friend & Foe,"['角色扮演', '冒险']",https://www.vgtime.com/game/10995.jhtml
王国之心3,Kingdom Hearts III,-1.0,-1,"['XBone', 'PS4']",2019-01-25,"['动作', '第三人称', '剧情']",Square Enix,"['动作', '第三人称', '剧情']",https://www.vgtime.com/game/173.jhtml
疑案追声,Unheard,-1.0,-1,['PC'],2019-01,"['解谜', '独立']",NEXT Studio,"['解谜', '独立']",https://www.vgtime.com/game/11007.jhtml
机器人笔记DaSH,ROBOTICS;NOTES DaSH,-1.0,-1,"['PS4', 'Switch']",2019-01-31,"['文字', '剧情']",MAGES.,"['文字', '剧情']",https://www.vgtime.com/game/10342.jhtml
龙之死印,Dragon：Marked For Death,-1.0,-1,['Switch'],2019-01-31,['动作'],Inti Creates,['动作'],https://www.vgtime.com/game/10509.jhtml
奈尔克与传说的炼金术士们 新大地之炼金工房,ネルケと伝説の錬金術士たち,-1.0,-1,"['PC', 'PSV', 'PS4', 'Switch']",2019-01-31,"['角色扮演', '育成', '平台']",Gust,"['角色扮演', '育成', '平台']",https://www.vgtime.com/game/10801.jhtml
受孕：为我而生Plus,CONCEPTION PLUS 俺の子供を産んでくれ！,-1.0,-1,['PS4'],2019-01-31,['角色扮演'],Spike Chunsoft,['角色扮演'],https://www.vgtime.com/game/10928.jhtml
帕斯卡契约,Pascals Wager,-1.0,-1,"['Android', 'iOS']",2019,"['动作', '角色扮演', '3D', '独立']",TipsWorks,"['动作', '角色扮演', '3D', '独立']",https://www.vgtime.com/game/10796.jhtml
斩服少女 异布,Kill la Kill the Game: IF,-1.0,-1,"['PC', 'PS4', 'Switch']",2019,"['动作', '格斗', '第三人称']",APlus Games,"['动作', '格斗', '第三人称']",https://www.vgtime.com/game/10810.jhtml
数码宝贝 绝境求生,Digimon Survive,-1.0,-1,"['PC', 'XBone', 'PS4', 'Switch']",2019,"['策略', '角色扮演', '冒险']",Bandai Namco,"['策略', '角色扮演', '冒险']",https://www.vgtime.com/game/10832.jhtml
纪元 变异,ANNO：Mutationem,-1.0,-1,"['PC', 'Android', 'iOS', 'PS4', 'Switch']",2019,"['动作', '冒险', '独立']",星空智盛,"['动作', '冒险', '独立']",https://www.vgtime.com/game/10851.jhtml
恶魔狩猎,Devil's Hunt,-1.0,-1,"['PC', 'XBone', 'PS4']",2019,"['动作', '冒险', '第三人称']",Layopi Games,"['动作', '冒险', '第三人称']",https://www.vgtime.com/game/10840.jhtml
夜车追凶,Night Call,-1.0,-1,"['PC', 'Switch']",2019,"['模拟', '文字', '独立']",Monkey Moon,"['模拟', '文字', '独立']",https://www.vgtime.com/game/10866.jhtml
Windjammers 2,,-1.0,-1,"['PC', 'Switch']",2019,"['动作', '格斗', '体育']",DotEmu,"['动作', '格斗', '体育']",https://www.vgtime.com/game/10872.jhtml
机甲狂潮2,The Surge 2,-1.0,-1,"['PC', 'XBone', 'PS4']",2019,"['动作', '角色扮演', '科幻']",Deck13,"['动作', '角色扮演', '科幻']",https://www.vgtime.com/game/10876.jhtml
洞穴探险2,Spelunky 2,-1.0,-1,"['PC', 'PS4']",2019,"['平台', '冒险', '独立', '多人']",Mossmouth,"['平台', '冒险', '独立', '多人']",https://www.vgtime.com/game/10886.jhtml
Mineko's Night Market,,-1.0,-1,"['PC', 'Switch']",2019,"['模拟', '育成', '冒险']",Meowza Games,"['模拟', '育成', '冒险']",https://www.vgtime.com/game/10890.jhtml
Samurai Gunn 2,,-1.0,-1,"['PC', 'Switch']",2019,"['动作', '冒险']",Teknopants,"['动作', '冒险']",https://www.vgtime.com/game/10891.jhtml
The World Next Door,,-1.0,-1,"['PC', 'Switch']",2019,"['动作', '冒险', '独立']",Rose City Games,"['动作', '冒险', '独立']",https://www.vgtime.com/game/10893.jhtml
欧米伽迷宫Life,オメガラビリンス ライフ,-1.0,-1,['Switch'],2019,['角色扮演'],Matrix,"['角色扮演', '绅士']",https://www.vgtime.com/game/10902.jhtml
最终幻想 水晶编年史 高清重制版,Final Fantasy: Crystal Chronicles Remastered Edition,-1.0,-1,"['PS4', 'Switch']",2019,"['动作', '角色扮演', '冒险']",Square Enix,"['动作', '角色扮演', '冒险']",https://www.vgtime.com/game/10899.jhtml
动物森友会 for Switch,どうぶつの森 for Switch,-1.0,-1,['Switch'],2019,"['策略', '模拟', '益智', '多人']",Nintendo,"['策略', '模拟', '益智', '多人', '养成', '联机交友', 'R18']",https://www.vgtime.com/game/10905.jhtml
路易吉洋楼3,ルイージマンション3,-1.0,-1,['Switch'],2019,"['动作', '解谜', '恐怖', '第三人称']",Nintendo,"['动作', '解谜', '恐怖', '第三人称']",https://www.vgtime.com/game/10909.jhtml
毛线卡比Plus,kirby's Extra Epic Yarn,-1.0,-1,['3DS'],2019,"['动作', '平台', '冒险']",HAL Laboratory,"['动作', '平台', '冒险']",https://www.vgtime.com/game/10906.jhtml
三位一体4：噩梦王子,Trine 4：The Nightmare Prince,-1.0,-1,"['PC', 'XBone', 'PS4', 'Switch']",2019,"['动作', '角色扮演', '解谜']",Frozenbyte,"['动作', '角色扮演', '解谜', '有生之年']",https://www.vgtime.com/game/10924.jhtml
棉兰之人,MAN OF MEDAN,-1.0,-1,"['PC', 'XBone', 'PS4']",2019,"['恐怖', '第三人称', '剧情']",Supermassive Games,"['恐怖', '第三人称', '剧情']",https://www.vgtime.com/game/10929.jhtml
原子之心,Atomic Heart,-1.0,-1,"['PC', 'XBone', 'PS4']",2019,"['恐怖', '主视角', '射击']",Mundfish,"['恐怖', '主视角', '射击']",https://www.vgtime.com/game/10937.jhtml
魔兽争霸3 重制版,Warcraft III: Reforged,-1.0,-1,['PC'],2019,"['即时战略', '剧情']",Blizzard,"['即时战略', '剧情']",https://www.vgtime.com/game/10933.jhtml
碧蓝航线 Crosswave,アズールレーン クロスウェーブ,-1.0,-1,['PS4'],2019,['角色扮演'],FELISTELLA,['角色扮演'],https://www.vgtime.com/game/10931.jhtml
迷雾侦探,Tales of the Neon Sea,-1.0,-1,"['PC', 'Switch']",2019,"['解谜', '冒险', '独立']",Palm Pioneer,"['解谜', '冒险', '独立']",https://www.vgtime.com/game/10959.jhtml
